smiles_sta,IC50(nm)
CCC(O)[C@@H](CC)Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1,20000
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)C,32000
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,38000
CC[C@@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)(C)O,18000
CC[C@H](CO)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,20000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)O,14000
CCC(O)[C@@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,25000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,21000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,24000
CC[C@@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,7500
CC[C@H](CO)Nc1nc(NCc2ccncc2)c2ncn(C(C)C)c2n1,30000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)O,23000
CCC(O)[C@@H](CC)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,34000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,28000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,200000
CC[C@@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)(C)O,12000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)O,18000
CCC(O)[C@H](CC)Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1,24000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)C,49000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,22000
CC[C@H](Nc1nc(NCc2ccccn2)c2ncn(C(C)C)c2n1)C(C)(C)O,20000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)O,6800
CCC(O)[C@H](CC)Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1,11000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,31000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,13000
CC[C@H](Nc1nc(NCc2cccnc2)c2ncn(C(C)C)c2n1)C(C)(C)O,12000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)O,9000
CCC(O)[C@H](CC)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,20000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)C,33000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(O)C(C)(C)C,60000
CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)C(C)(C)O,8500
CCN(CC)C(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,940
O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,139
NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(Br)cc32)cc1,2800
CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O,38
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,59
OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,216
O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,527
CC(C)c1cnc(NC(=O)Cc2ccccc2)s1,20400
O=C1NC(=O)c2c1c1c3ccncc3ccc1c1[nH]c3ccccc3c21,69
O=C1NC(=O)c2c1c1cnc3ccccc3c1c1c2c2ccccc2n1CCCO,1190
O=C1NC(=O)c2c1c1c3ccccc3cnc1c1c2c2ccccc2n1CCCCO,1150
CN(C)CCCCn1c2ccccc2c2c3c(c4c5ccccc5cnc4c21)C(=O)NC3=O,1140
CN(C)CCCn1c2ccccc2c2c3c(c4c5ccccc5cnc4c21)C(=O)NC3=O,170
COc1ccc2c(c1)[nH]c1c3cnc4ccccc4c3c3c(c21)C(=O)NC3=O,210
CCOC(=O)CSc1cnc(NC(C)=O)s1,23030
CC(=O)Nc1ncc(SCC(=O)OC(C)(C)C)s1,5380
CC(=O)Nc1ncc(SCC(=O)OCc2ccccc2)s1,19060
CCc1cnc(CSc2cnc(NC(C)=O)s2)o1,2250
CC(=O)Nc1ncc(SCc2ncc(C)o2)s1,5160
CC(=O)Nc1ncc(SCc2ncc(C(C)C)o2)s1,1070
CC(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,690
CC(=O)Nc1ncc(SCc2ncc(CC3CCCCC3)o2)s1,640
CC(=O)Nc1ncc(SCc2ncc(-c3ccccc3)o2)s1,4510
CC(C)(C)C(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,3480
CC(C)(C)c1cnc(CSc2cnc(NC(=O)c3ccccc3)s2)o1,960
C[C@@H](C(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1)c1ccccc1,3130
CC(C)OC(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1,2990
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3ccc(F)cc3)s2)o1,900
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Nc3c(F)cccc3F)s2)o1,390
CC(C)(C)c1cnc(CSc2cnc(NC(=O)Cc3ccc(CNC(CO)CO)cc3)s2)o1,102
CCc1cnc(CSc2cnc(NC(=O)C(C)C)s2)o1,1070
CCc1cnc(CSc2cnc(NC(=O)Cc3cccnc3)s2)o1,1090
CCSc1cc(=O)c2c(O)cc(O)c(C3CCN(C)CC3O)c2o1,2060
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(Oc4ccccc4Cl)oc23)[C@H](O)C1,6150
CN1CCC(c2c(O)cc(O)c3c(=O)cc(SC(C)(C)C)oc23)C(O)C1,2070
Cc1cc(C)nc(Sc2cc(=O)c3c(O)cc(O)c(C4CCN(C)CC4O)c3o2)n1,82500
CN1CCC(c2c(O)cc(O)c3c(=O)cc(N4CCCCC4)oc23)C(O)C1,3700
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc21,1000000
COC(=O)[C@@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,1000000
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(Cl)cc1,38000
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccccc2)cc1,6200
CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(C(C)(C)C)cc1,49000
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC=O)cccc2-3)cc1,200
COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)C(C)(C)C)cccc2-3)cc1,45000
Nc1n[nH]c(N)c1/N=N/c1ccccc1[N+](=O)[O-],16000
Nc1n[nH]c(N)c1/N=N/c1cccc([N+](=O)[O-])c1,70000
Nc1n[nH]c(N)c1/N=N/c1cccc(O)c1,56000
Nc1n[nH]c(N)c1/N=N/c1ccc(O)cc1,13500
COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,14000
COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2)cc(OC)c1OC,30000
COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,27000
COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC,44000
COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc(OC)c1OC,40000
COc1ccc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2)cc1,35000
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1C(CO)CC3,18
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,71
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CCC3CO,31
O=C1NC(=O)c2c1c1c3ccc(F)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,22
O=C1NC(=O)c2c1c1c3ccc(Br)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,10
O=C1NC(=O)c2c1c1c3ccc(C(F)(F)F)cc3[nH]c1c1c2c2cccc3c2n1CC(CO)C3,23
COc1ccc2c(c1)[nH]c1c2c2c(c3c4cccc5c4n(c13)CC(CO)C5)C(=O)NC2=O,15
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1c2c2cccc3c2n1CC(CO)CC3,126
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1C(CO)CC3,175
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1CC(CO)C3,72
O=C1NC(=O)c2c1c1c3ccccc3ccc1c1c2c2cccc3c2n1CCC3CO,210
Cn1ccc2ccc3c(c4c(c5c6cccc7c6n(c35)CC(CO)C7)C(=O)NC4=O)c21,84
O=C1NC(=O)C(c2cn3c4c(cccc24)CC(CCl)C3)=C1c1c[nH]c2cc(F)ccc12,64
CN(C)CC1Cc2cccc3c(C4=C(c5c[nH]c6ccccc56)C(=O)NC4=O)cn(c23)C1,898
COC(=O)CC(NCC1Cc2cccc3c(C4=C(c5c[nH]c6cc(F)ccc56)C(=O)NC4=O)cn(c23)C1)C(=O)OC,671
COc1ccc2cnc(Nc3ccccc3)nc2c1C(C)C,125
COc1ccc2cnc(Nc3ccc(N4CCCC4)cc3)nc2c1C(C)C,560
COc1ccc2cnc(Nc3ccc(N4CCC(N)C4)cc3)nc2c1C(C)C,11
COc1ccc2cnc(Nc3ccc(N4CCCCC4)cc3)nc2c1C(C)C,52
COc1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2c1C(C)C,52
COc1ccc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2c1C(C)C,16
COc1ccc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc2c1C(C)C,7
COc1ccc2cnc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3)nc2c1C(C)C,25
COc1ccc2cnc(Nc3ccc(N4CCN(C(=O)CN)CC4)cc3)nc2c1C(C)C,10
COc1ccc2cnc(Nc3ccccc3)nc2c1C1CCCC1,166
COc1ccc2cnc(Nc3ccc(N4CCCC4)cc3)nc2c1C1CCCC1,1750
COc1ccc2cnc(Nc3ccc(N4CCC(N)C4)cc3)nc2c1C1CCCC1,115
COc1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2c1C1CCCC1,18
COc1ccc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2c1C1CCCC1,1
COc1ccc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc2c1C1CCCC1,4
CC(C)c1c(O)ccc2cnc(Nc3ccccc3)nc12,325
Oc1ccc2cnc(Nc3ccc(N4CCOCC4)cc3)nc2c1C1CCCC1,3
Oc1ccc2cnc(Nc3ccc(N4CCNCC4)cc3)nc2c1C1CCCC1,1
Oc1ccc2cnc(Nc3ccc(N4CCNCC4)c(F)c3)nc2c1C1CCCC1,1
CS(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,1220
CS(=O)(=O)c1cccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)c1,3140
CSc1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,7400
CSc1cccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)c1,11900
NC(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,1610
NC(=O)c1cccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)c1,3950
CN(C)S(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,2160
NS(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,1340
N=C(N)NS(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,1290
O=C(NS(=O)(=O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1)c1ccccc1,3840
O=C(O)c1ccc(Nc2cn3cc(C(=O)c4c(Cl)cccc4Cl)ccc3n2)cc1,4990
N[C@H]1CC[C@H](Nc2nc(NCc3cccc(I)c3)c3ncn(C4CCCC4)c3n2)CC1,2000
N[C@H]1CC[C@H](Nc2nc(NCC3CC3)c3ncn(C4CCCC4)c3n2)CC1,780
N[C@H]1CC[C@H](Nc2nc(NCc3ccccc3)c3ncn(C4CCCC4)c3n2)CC1,3600
C[C@H](Nc1nc(N[C@H]2CC[C@H](N)CC2)nc2c1ncn2C1CCCC1)c1ccccc1,8800
O=C/C=C/c1ccccc1O,35000
O=C/C=C/c1cccc(O)c1,45000
O=C/C=C/c1ccccc1OCc1ccccc1,11000
O=C/C=C/c1cccc(OCc2ccccc2)c1,7500
Cc1ccccc1COc1ccccc1/C=C/C=O,18000
Cc1ccccc1COc1cccc(/C=C/C=O)c1,15000
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,100
Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,350
CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,176
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)sc1C(=O)c1ccccc1[N+](=O)[O-],4
O=C(Nc1ccc(CN2CCOCC2)cc1)c1n[nH]cc1Nc1ncnc2sccc12,2.4
CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4sccc34)cc2)CC1,3.33
CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4occc34)cc2)CC1,5.67
CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4ccsc34)cc2)CC1,3.1
CN1CCN(Cc2ccc(NC(=O)c3n[nH]cc3Nc3ncnc4[nH]ccc34)cc2)CC1,0.85
CC(C)c1n[nH]c2c(NCc3ccc(-c4ccccn4)cc3)nc(SCCN)nc12,603
CCC(C)[C@H]1[C@](C)(O)C(=O)[C@@]2(O)C[C@](C)(O)C[C@@H](C)[C@@H]2[C@]1(C)C(=O)/C=C/OC,11500
C[C@@H](O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,43500
CO[C@H](C)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,22500
CO[C@H](C)c1c(O)cc2c(c1O)C(=O)c1c(cc(O)c(O)c1O)C2=O,37500
Oc1ccc2oc3ncc(Br)c(-c4ccccc4)c3c2c1,28700
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(F)ccc3c21,103
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(Cl)ccc3c21,72
Cc1ccc2c(c1)[nH]c1c3[nH]c4ccccc4c3c3c(c21)C(=O)NC3=O,226
O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3cc(C(F)(F)F)ccc3c21,1135
COc1ccc2c(c1)[nH]c1c3[nH]c4ccccc4c3c3c(c21)C(=O)NC3=O,134
COc1ccc2c(c1)[nH]c1c3[nH]c4cc(Br)ccc4c3c3c(c21)C(=O)NC3=O,630
O=C1Nc2ccccc2/C1=C1/Nc2ccccc2C1=O,12000
COc1ccc(CNc2ccnc3oc4ccccc4c23)cc1,376000
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,110
Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,190
Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N,120
OCCCNc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1,308
Nc1nccc(-c2c[nH]c3c(Br)ccc(O)c23)n1,3000
Nc1n[nH]c(N)c1/N=N/c1ccncc1,450
Cn1nc(N)c(/N=N/c2ccncc2)c1N,420
CN1CCN(c2ccc(Nc3nc(N)c(C(=O)c4ccc5c(c4)OCCO5)s3)cc2)CC1,20
COc1cccc(C(=O)c2sc(Nc3ccc(N4CCN(C(C)C)CC4)cc3)nc2N)c1,20
c1cnc2[nH]c(-c3cnnn3CCCc3c[nH]c4ncccc34)cc2c1,9000
CC(C)c1cnn2c(NCc3ccccc3)cc(NCCCCCCN)nc12,44700
COc1ccccc1-c1cc(Nc2cccc(CS(N)(=O)=O)c2)ncn1,3160
CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(/C=C/c4c(Cl)cccc4Cl)oc23)[C@H](O)C1,22.5
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,1090
CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,62
Cc1cnc(Nc2ccc(N3CCC(N(C)CCO)CC3)c(F)c2)nc1-c1cnn(C(C)C)c1,18
Cc1ccc(Cl)cc1NC(=O)Nc1cccc2ccc(O)cc12,44000
O=C(Nc1ccccc1)Nc1cccc2ccc(O)cc12,120000
O=C(Nc1cccnc1)Nc1cccc2ccc(O)cc12,340000
O=C(Nc1ccncc1)Nc1cccc2ccc(O)cc12,110000
O=C(Nc1nccs1)Nc1cccc2ccc(O)cc12,23000
O=C(NCc1ccccc1)Nc1cccc2ccc(O)cc12,410000
CC(C)NC(=O)Nc1cccc2ccc(O)cc12,220000
O=C(Nc1cccc2ccc(O)cc12)NC1CCCC1,150000
CN(C)c1cc(NC(=O)Nc2ccccc2)c2ccccc2n1,90000
CN(C)c1cc(NC(=O)Nc2cccc(Cl)c2)c2ccccc2n1,36000
O=C(Nc1ccc2ncccc2c1)Nc1ccc2ncccc2c1,77000
CSc1ccc(NC(=O)Nc2cccc3c(O)cccc23)cc1,40000
O=C1NC(=O)C(=Cc2ccc3c(c2)OCO3)C(=O)N1,350000
O=C1NC(=S)NC(=O)C1=Cc1c(O)ccc2ccccc12,100000
Cc1[nH]c2ccccc2c1/C=C1/NC(=S)NC1=O,14000
Nc1nc(N)nc(C2=Cc3cc(Cl)ccc3OC2)n1,450000
COc1nc(N)c(C#N)c(-c2ccc3c(c2)OCO3)c1C#N,36000
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,210000
Nc1nc2ncc(CNc3ccc(C(=O)O)cc3)nc2c(=O)[nH]1,16000
O=C(Nc1ccccn1)Nc1cccc2ccc(O)cc12,7600
O=C(Nc1ccc2cn[nH]c2c1)Nc1ccccn1,670
O=C(Nc1ccccn1)Nc1cccc2ncccc12,2400
O=C(Nc1ccccn1)Nc1cccc2c1C(=O)NC2=O,3600
O=C(Nc1ccccc1)Nc1ccccn1,100000
O=C(Nc1ccccn1)Nc1cccc2c1-c1ccccc1C2=O,100
O=C(Nc1ccccn1)Nc1cccc2c1-c1cccn1C2=O,34
O=C(Nc1ccccn1)Nc1cccc2c1[C@@H]1CCCN1C2=O,190
C=C(O)c1ccc2n1C(=O)c1cccc(NC(=O)Nc3ccccn3)c1-2,17
O=C(Nc1cc(-c2cccs2)ccn1)Nc1cccc2c1C1CCCN1C2=O,11
O=C(Nc1ccccn1)Nc1cccc2c1[C@H]1CCCN1C2=O,42
O=C(Nc1ccn[nH]1)Nc1cccc2c1[C@H]1CCCN1C2=O,21
O=C(Nc1ccn[nH]1)Nc1cccc2c1[C@@H]1CCCN1C2=O,29
CNCc1cc(NC(=O)Nc2cccc3c2C2CCCN2C3=O)[nH]n1,290
CCCNCc1cc(NC(=O)Nc2cccc3c2C2CCCN2C3=O)[nH]n1,160
CC(C)NCc1cc(NC(=O)Nc2cccc3c2C2CCCN2C3=O)[nH]n1,130
CC(C)(C)NCc1cc(NC(=O)Nc2cccc3c2C2CCCN2C3=O)[nH]n1,56
O=C(Nc1cc(CNC2CCCC2)n[nH]1)Nc1cccc2c1C1CCCN1C2=O,65
O=C(Nc1cc(CN2CCCC2)n[nH]1)Nc1cccc2c1C1CCCN1C2=O,470
O=C(Nc1cc(CN2CCCCC2)n[nH]1)Nc1cccc2c1C1CCCN1C2=O,250
O=C(Nc1cc([C@@H]2CCCN2)n[nH]1)Nc1cccc2c1[C@H]1CCCN1C2=O,220
O=C(Nc1cc([C@@H]2CCCN2)n[nH]1)Nc1cccc2c1[C@@H]1CCCN1C2=O,210
O=C(Nc1cc(CN[C@H]2Cc3ccc(Cl)cc3C2)n[nH]1)Nc1cccc2c1[C@H]1CCCN1C2=O,1.6
O=C(Nc1cc(CN[C@H]2Cc3ccc(Cl)cc3C2)n[nH]1)Nc1cccc2c1[C@@H]1CCCN1C2=O,2.3
COC1=CC(=Nc2nccc(-c3cnn4ncccc34)n2)CC(OC)C1,19
Cc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)cnn2n1,79
COc1ccc2c(-c3ccnc(Nc4ccc([N+](=O)[O-])cc4)n3)cnn2n1,100
COc1ccc2c(-c3ccnc(Nc4ccc(C#N)cc4)n3)cnn2n1,158
COc1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(C(F)(F)F)c1,199
Clc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1Cl,199
COc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1OC,199
FC(F)(F)c1cc(Br)cc(Nc2nccc(-c3cnn4ncccc34)n2)c1,251
c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCCCO5)n3)c2c1,316
CCC(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,316
COc1cc(Nc2nccc(-c3cnn4nc(C)ccc34)n2)cc(C(F)(F)F)c1,398
c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCO5)n3)c2c1,794
Cc1cc(C)cc(Nc2nccc(-c3cnn4ncccc34)n2)c1,1580
COc1ccc2c(-c3ccnc(Nc4ccc5c(c4)OCCO5)n3)cnn2n1,1580
CC(C)(C)c1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1,1990
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,32
COc1ccc(CNc2nc(N(CCO)CCO)nc3c2ncn3C(C)C)cc1,215000
CCCCCCCCCCCc1cc(O)cc(O)c1C(=O)OC(CCC)CCCCCCCc1cc(O)cc(O)c1,6000
CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(NCCO)nc21,7100
CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N3CC(O)CC3CO)nc21,6500
CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N3CCNCC3)nc21,4500
CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N3CCCC3CO)nc21,7800
CC(C)n1cnc2c(Nc3cccc(Cl)c3)nc(N3CCCCC3CO)nc21,6900
Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nc(OCC2CCCCC2)c1N=O,1500
Nc1nc(Nc2ccc(S(=O)(=O)NCCO)cc2)nc(OCC2CCCCC2)c1N=O,1300
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,9.55
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1,13
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cc3F)nc2n1C1CCCC1,5.7
CN1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)c(F)c2)CC1,4.7
CC(C)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)c(F)c2)CC1,31
CC(=O)N1CCN(c2ccc(Nc3ncc4cc(C(=O)N(C)C)n(C5CCCC5)c4n3)c(F)c2)CC1,5.8
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(N)=O)CC4)cc3F)nc2n1C1CCCC1,39.6
CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3F)nc2n1C1CCCC1,24.3
CN(C)C(=O)c1cc2cnc(Nc3ccc(C=O)cc3F)nc2n1C1CCCC1,2379.4
CN(C)C(=O)c1cc2cnc(Nc3ccc(C=O)c(F)c3)nc2n1C1CCCC1,97.2
CN(C)C(=O)c1cc2cnc(Nc3ccc(C=O)c(F)c3F)nc2n1C1CCCC1,2152.7
CN(C)C(=O)c1cc2cnc(Nc3ccc(C(=O)N4CCNCC4)cc3F)nc2n1C1CCCC1,3.9
